time(UTC),T2m ,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20060113:1800,23.48,86.55,431.0,145.1,331.0,-2.8,2.62,133.0,101522.0
20060113:1900,23.55,86.55,393.0,138.13,305.0,-2.15,3.17,149.0,101422.0
20060113:2000,23.58,86.9,410.0,365.19,216.0,-2.4,3.38,161.0,101372.0
20060113:2100,23.55,88.0,236.0,203.29,159.0,-1.0,2.97,174.0,101372.0
20060113:2200,23.41,89.5,65.0,0.0,65.0,0.2,1.72,190.0,101322.0
20060113:2300,23.23,91.0,0.0,-0.0,0.0,-1.0,1.93,191.0,101322.0
20060114:0000,23.09,92.0,0.0,-0.0,0.0,-0.2,2.34,206.0,101362.0
20060114:0100,23.01,92.85,0.0,-0.0,0.0,377.25,2.41,229.0,101392.0
20060114:0200,22.96,93.2,0.0,-0.0,0.0,12.0,2.55,246.0,101422.0
20060114:0300,22.86,93.85,0.0,-0.0,0.0,-0.6,2.9,249.0,101412.0
20060114:0400,22.81,92.3,0.0,-0.0,0.0,10.0,4.34,257.0,101412.0
20060114:0500,22.68,91.85,0.0,-0.0,0.0,-8.2,5.66,261.0,101362.0
20060114:0600,22.59,91.75,0.0,-0.0,0.0,-7.4,6.76,261.0,101332.0
20060114:0700,22.43,91.15,0.0,-0.0,0.0,9.0,7.59,262.0,101282.0
20060114:0800,22.54,89.0,0.0,-0.0,0.0,2.2,8.97,265.0,101222.0
20060114:0900,22.46,89.95,0.0,-0.0,0.0,-11.2,9.03,270.0,101202.0
20060114:1000,21.93,89.1,0.0,-0.0,0.0,-9.6,10.28,291.0,101222.0
20060114:1100,21.02,84.2,0.0,-0.0,0.0,1.8,12.34,316.0,101312.0
20060114:1200,20.31,74.95,0.0,-0.0,0.0,13.0,12.28,320.0,101392.0
20060114:1300,19.8,71.75,110.0,391.81,50.0,-11.4,12.83,320.0,101522.0
20060114:1400,19.31,67.35,323.0,693.64,82.0,-36.2,13.31,318.0,101662.0
20060114:1500,19.11,63.15,340.0,220.57,228.0,-13.0,12.62,315.0,101732.0
20060114:1600,19.05,60.5,493.0,354.62,272.0,-16.8,12.55,313.0,101722.0
20060114:1700,19.07,59.2,481.0,212.87,335.0,-4.0,12.62,312.0,101662.0
20060114:1800,18.99,59.7,753.0,922.65,115.0,0.75,12.83,312.0,101642.0
20060114:1900,18.57,62.1,691.0,905.12,112.0,18.6,12.62,313.0,101612.0
20060114:2000,18.12,64.65,560.0,853.93,104.0,-16.0,12.14,313.0,101592.0
20060114:2100,17.92,65.2,376.0,752.04,89.0,0.0,12.0,312.0,101612.0
20060114:2200,18.13,64.25,165.0,544.19,60.0,8.4,12.07,315.0,101622.0
20060114:2300,18.19,63.35,0.0,-0.0,0.0,-3.75,12.14,318.0,101612.0
20060115:0000,18.23,63.55,0.0,-0.0,0.0,-1.0,11.86,320.0,101612.0
20060115:0100,18.18,65.3,0.0,-0.0,0.0,309.4,11.45,320.0,101622.0
20060115:0200,18.13,65.8,0.0,-0.0,0.0,-6.6,11.03,318.0,101602.0
20060115:0300,18.2,64.8,0.0,-0.0,0.0,4.6,10.76,316.0,101632.0
20060115:0400,18.27,64.3,0.0,-0.0,0.0,-2.8,10.76,314.0,101622.0
20060115:0500,18.37,64.35,0.0,-0.0,0.0,-2.35,11.1,315.0,101622.0
20060115:0600,18.37,65.85,0.0,-0.0,0.0,1.35,11.1,317.0,101622.0
20060115:0700,18.32,67.05,0.0,-0.0,0.0,1.75,10.97,321.0,101582.0
20060115:0800,18.19,68.8,0.0,-0.0,0.0,7.2,10.9,327.0,101592.0
20060115:0900,18.0,69.7,0.0,-0.0,0.0,7.4,10.76,332.0,101612.0
20060115:1000,17.92,70.05,0.0,-0.0,0.0,30.0,10.21,338.0,101652.0
20060115:1100,17.73,69.6,0.0,-0.0,0.0,-1.0,9.79,340.0,101682.0
20060115:1200,17.52,69.45,0.0,-0.0,0.0,-4.2,9.24,344.0,101752.0
20060115:1300,17.2,70.15,114.0,410.43,51.0,-27.2,8.62,350.0,101792.0
20060115:1400,16.83,71.55,328.0,703.61,83.0,-11.4,8.34,354.0,101872.0
20060115:1500,16.43,71.4,523.0,831.09,100.0,-1.2,8.48,359.0,101932.0
20060115:1600,16.09,67.95,668.0,893.04,110.0,-7.4,7.93,4.0,101932.0
20060115:1700,15.85,62.9,749.0,921.64,115.0,-4.8,7.38,6.0,101842.0
20060115:1800,15.79,58.6,757.0,923.8,116.0,-3.8,6.9,6.0,101802.0
20060115:1900,15.85,56.35,693.0,904.49,112.0,0.8,6.28,4.0,101772.0
20060115:2000,15.98,54.15,562.0,853.15,104.0,-1.8,5.24,8.0,101742.0
20060115:2100,16.15,53.25,378.0,751.58,89.0,-1.0,4.28,10.0,101742.0
20060115:2200,16.47,52.05,167.0,546.5,60.0,0.2,3.45,11.0,101812.0
20060115:2300,16.63,51.0,0.0,-0.0,0.0,1.0,2.62,13.0,101822.0
20060116:0000,16.78,50.05,0.0,-0.0,0.0,0.6,1.72,19.0,101792.0
20060116:0100,16.98,49.65,0.0,-0.0,0.0,289.8,1.66,39.0,101792.0
20060116:0200,17.23,49.6,0.0,-0.0,0.0,1.15,1.66,40.0,101812.0
20060116:0300,17.46,48.9,0.0,-0.0,0.0,1.6,1.24,36.0,101812.0
20060116:0400,17.67,48.75,0.0,-0.0,0.0,0.8,1.03,48.0,101802.0
20060116:0500,17.91,49.7,0.0,-0.0,0.0,2.0,1.1,55.0,101792.0
20060116:0600,18.15,51.45,0.0,-0.0,0.0,1.75,1.1,75.0,101772.0
20060116:0700,18.4,53.75,0.0,-0.0,0.0,-1.35,1.1,85.0,101732.0
20060116:0800,18.62,56.3,0.0,-0.0,0.0,1.6,1.45,46.0,101742.0
20060116:0900,18.81,59.55,0.0,-0.0,0.0,1.2,2.0,53.0,101742.0
20060116:1000,18.11,55.2,0.0,-0.0,0.0,0.35,1.17,72.0,101742.0
20060116:1100,18.33,57.85,0.0,-0.0,0.0,1.75,1.45,76.0,101742.0
20060116:1200,18.61,61.25,0.0,-0.0,0.0,3.8,1.79,82.0,101792.0
20060116:1300,18.93,64.8,113.0,402.74,51.0,9.4,2.14,92.0,101842.0
20060116:1400,19.32,67.4,324.0,693.3,82.0,17.2,2.62,99.0,101922.0
20060116:1500,19.68,69.1,516.0,817.24,99.0,10.4,3.59,117.0,101942.0
20060116:1600,19.97,69.65,658.0,876.23,109.0,21.2,4.34,125.0,101902.0
20060116:1700,20.23,68.95,737.0,902.87,114.0,1.0,4.97,127.0,101822.0
20060116:1800,20.4,68.6,745.0,904.73,115.0,5.8,5.24,125.0,101712.0
20060116:1900,20.57,68.4,682.0,885.17,111.0,-28.2,5.52,124.0,101632.0
20060116:2000,20.72,68.85,553.0,833.76,103.0,-10.8,6.28,126.0,101562.0
20060116:2100,20.84,69.75,372.0,732.98,88.0,-3.2,7.1,128.0,101522.0
20060116:2200,21.08,68.8,165.0,528.52,60.0,-2.0,7.38,128.0,101532.0
20060116:2300,21.19,69.7,0.0,-0.0,0.0,2.4,7.24,129.0,101562.0
20060117:0000,21.25,70.6,0.0,-0.0,0.0,1.75,7.24,129.0,101582.0
20060117:0100,21.35,71.55,0.0,-0.0,0.0,346.05,7.52,127.0,101602.0
20060117:0200,21.42,71.65,0.0,-0.0,0.0,-6.6,8.0,127.0,101592.0
20060117:0300,21.55,72.25,0.0,-0.0,0.0,-3.2,8.41,128.0,101592.0
20060117:0400,21.68,72.95,0.0,-0.0,0.0,-4.6,8.76,128.0,101562.0
20060117:0500,21.82,73.65,0.0,-0.0,0.0,0.6,9.03,130.0,101512.0
20060117:0600,21.96,74.05,0.0,-0.0,0.0,1.2,9.24,133.0,101472.0
20060117:0700,22.16,73.3,0.0,-0.0,0.0,2.0,9.38,138.0,101472.0
20060117:0800,22.28,73.25,0.0,-0.0,0.0,6.6,9.24,141.0,101432.0
20060117:0900,22.36,73.45,0.0,-0.0,0.0,0.15,9.24,144.0,101412.0
20060117:1000,22.3,74.15,0.0,-0.0,0.0,5.4,9.03,151.0,101412.0
20060117:1100,22.35,75.1,0.0,-0.0,0.0,-1.35,9.1,152.0,101432.0
20060117:1200,22.36,76.15,0.0,-0.0,0.0,-1.6,9.59,154.0,101452.0
20060117:1300,22.38,76.75,111.0,394.87,50.0,0.55,10.07,156.0,101532.0
20060117:1400,22.4,77.05,220.0,220.0,143.0,-6.8,10.21,159.0,101552.0
20060117:1500,22.44,77.35,510.0,803.32,99.0,4.0,9.93,160.0,101622.0
20060117:1600,22.46,77.95,652.0,865.76,108.0,-1.8,9.52,158.0,101592.0
20060117:1700,22.46,78.7,730.0,891.34,113.0,1.8,9.03,154.0,101532.0
20060117:1800,22.49,79.35,737.0,891.44,114.0,2.75,8.76,151.0,101422.0
20060117:1900,22.59,79.8,673.0,869.02,110.0,-2.55,8.34,149.0,101382.0
20060117:2000,22.74,80.1,545.0,816.36,102.0,3.2,7.72,144.0,101352.0
20060117:2100,22.85,81.05,366.0,712.02,88.0,5.2,7.17,138.0,101362.0
20060117:2200,22.92,82.75,162.0,506.02,60.0,4.6,5.45,131.0,101422.0
20060117:2300,22.95,84.35,0.0,-0.0,0.0,3.6,5.52,126.0,101452.0
20060118:0000,22.98,85.9,0.0,-0.0,0.0,7.0,5.24,133.0,101512.0
20060118:0100,23.08,86.9,0.0,-0.0,0.0,370.05,4.83,151.0,101572.0
20060118:0200,23.32,86.6,0.0,-0.0,0.0,7.0,5.45,172.0,101652.0
20060118:0300,23.6,85.3,0.0,-0.0,0.0,-6.0,6.62,186.0,101692.0
20060118:0400,23.69,85.15,0.0,-0.0,0.0,-0.2,7.52,192.0,101702.0
20060118:0500,23.51,86.8,0.0,-0.0,0.0,-0.15,7.79,193.0,101692.0
20060118:0600,23.28,88.7,0.0,-0.0,0.0,5.0,7.45,194.0,101702.0
20060118:0700,23.14,90.05,0.0,-0.0,0.0,-4.8,6.97,192.0,101712.0
20060118:0800,23.11,90.65,0.0,-0.0,0.0,-1.75,7.03,190.0,101732.0
20060118:0900,23.07,91.25,0.0,-0.0,0.0,2.8,6.9,197.0,101762.0
20060118:1000,22.36,92.45,0.0,-0.0,0.0,9.0,6.14,243.0,101862.0
20060118:1100,20.55,88.25,0.0,-0.0,0.0,18.4,9.59,318.0,102022.0
20060118:1200,19.46,84.7,0.0,-0.0,0.0,11.2,12.55,345.0,102162.0
20060118:1300,19.53,84.15,106.0,367.5,49.0,-8.4,10.9,353.0,102281.0
20060118:1400,19.43,83.85,171.0,76.92,144.0,-19.2,10.76,359.0,102401.0
20060118:1500,19.35,83.6,217.0,29.23,202.0,4.4,11.03,0.0,102461.0
20060118:1600,19.34,82.15,280.0,34.91,258.0,-2.55,11.03,1.0,102471.0
20060118:1700,19.15,79.35,713.0,865.39,112.0,-7.8,11.24,2.0,102401.0
20060118:1800,18.84,78.85,485.0,201.01,344.0,12.4,11.31,2.0,102361.0
20060118:1900,18.43,77.35,476.0,264.33,304.0,-9.2,11.17,4.0,102371.0
20060118:2000,18.23,74.3,312.0,113.63,250.0,2.0,10.83,7.0,102351.0
20060118:2100,18.29,71.7,150.0,7.62,147.0,8.0,10.41,10.0,102351.0
20060118:2200,18.66,67.5,164.0,508.56,60.0,2.75,9.72,18.0,102411.0
20060118:2300,19.11,63.0,0.0,-0.0,0.0,-14.2,9.1,23.0,102431.0
20060119:0000,19.44,59.6,0.0,-0.0,0.0,-16.8,8.48,27.0,102411.0
20060119:0100,19.61,57.95,0.0,-0.0,0.0,339.25,8.48,30.0,102471.0
20060119:0200,19.53,57.75,0.0,-0.0,0.0,-5.2,8.76,34.0,102461.0
20060119:0300,19.31,58.85,0.0,-0.0,0.0,0.8,8.97,39.0,102481.0
20060119:0400,18.94,61.8,0.0,-0.0,0.0,0.15,9.24,43.0,102481.0
20060119:0500,18.6,65.85,0.0,-0.0,0.0,17.0,9.45,42.0,102411.0
20060119:0600,18.36,70.75,0.0,-0.0,0.0,8.8,9.66,41.0,102401.0
20060119:0700,18.17,75.55,0.0,-0.0,0.0,-10.2,9.72,42.0,102361.0
20060119:0800,18.04,79.05,0.0,-0.0,0.0,19.2,9.86,40.0,102321.0
20060119:0900,17.96,81.25,0.0,-0.0,0.0,15.0,10.21,38.0,102291.0
20060119:1000,18.03,82.1,0.0,-0.0,0.0,8.4,10.34,37.0,102301.0
20060119:1100,18.26,82.85,0.0,-0.0,0.0,6.2,10.41,37.0,102301.0
20060119:1200,18.55,83.1,0.0,-0.0,0.0,2.0,10.14,39.0,102321.0
20060119:1300,18.9,83.1,7.0,0.0,7.0,-9.8,10.14,40.0,102391.0
20060119:1400,19.33,82.65,140.0,22.72,132.0,1.0,10.0,41.0,102461.0
20060119:1500,19.71,82.7,209.0,23.32,197.0,-4.2,9.86,45.0,102511.0
20060119:1600,20.2,82.65,234.0,14.24,225.0,-5.2,9.45,49.0,102461.0
20060119:1700,20.76,82.8,380.0,76.06,327.0,0.2,9.31,55.0,102361.0
20060119:1800,21.44,82.7,483.0,193.15,347.0,0.35,9.24,61.0,102241.0
20060119:1900,21.81,83.85,312.0,45.9,282.0,7.8,9.31,68.0,102182.0
20060119:2000,21.91,85.75,326.0,133.05,253.0,-9.4,9.31,73.0,102092.0
20060119:2100,21.98,85.5,283.0,327.87,153.0,-11.6,9.79,76.0,102072.0
20060119:2200,21.94,84.6,142.0,361.53,67.0,3.2,9.52,74.0,102102.0
20060119:2300,21.96,84.7,0.0,-0.0,0.0,1.75,9.17,72.0,102132.0
20060120:0000,21.96,85.55,0.0,-0.0,0.0,1.6,9.03,70.0,102172.0
20060120:0100,21.92,86.25,0.0,-0.0,0.0,373.65,9.31,68.0,102222.0
20060120:0200,21.93,86.9,0.0,-0.0,0.0,3.4,9.31,68.0,102241.0
20060120:0300,22.02,86.75,0.0,-0.0,0.0,-1.4,9.24,70.0,102251.0
20060120:0400,22.1,86.85,0.0,-0.0,0.0,11.8,8.9,71.0,102222.0
20060120:0500,22.15,87.2,0.0,-0.0,0.0,-1.75,8.69,75.0,102152.0
20060120:0600,22.21,87.15,0.0,-0.0,0.0,-4.0,8.48,78.0,102122.0
20060120:0700,22.28,86.1,0.0,-0.0,0.0,0.8,8.34,81.0,102052.0
20060120:0800,22.23,85.65,0.0,-0.0,0.0,-0.6,8.21,81.0,102012.0
20060120:0900,22.18,85.3,0.0,-0.0,0.0,-4.2,8.34,81.0,101992.0
20060120:1000,22.25,84.5,0.0,-0.0,0.0,-12.0,7.93,84.0,102022.0
20060120:1100,22.3,83.35,0.0,-0.0,0.0,9.4,8.28,84.0,102072.0
20060120:1200,22.35,81.7,0.0,-0.0,0.0,-0.15,8.55,84.0,102092.0
20060120:1300,22.44,79.7,100.0,325.66,49.0,-1.8,8.69,86.0,102142.0
20060120:1400,22.54,78.0,210.0,178.29,147.0,-9.4,8.76,89.0,102152.0
20060120:1500,22.68,76.7,353.0,236.31,231.0,3.8,8.83,92.0,102202.0
20060120:1600,22.8,76.0,477.0,293.26,291.0,7.8,8.83,94.0,102182.0
20060120:1700,22.85,76.5,548.0,320.34,324.0,6.0,8.62,93.0,102102.0
20060120:1800,22.85,77.05,443.0,134.4,348.0,-4.6,8.55,92.0,102012.0
20060120:1900,22.88,77.45,472.0,245.22,311.0,-16.0,8.48,89.0,101942.0
20060120:2000,22.92,77.55,303.0,96.06,250.0,-2.6,8.41,86.0,101912.0
20060120:2100,22.86,78.85,112.0,0.0,112.0,-3.75,8.48,83.0,101882.0
20060120:2200,22.65,83.2,132.0,266.12,76.0,-2.2,7.86,82.0,101952.0
20060120:2300,22.61,83.15,0.0,-0.0,0.0,9.6,7.93,80.0,101952.0
20060121:0000,22.58,83.25,0.0,-0.0,0.0,-1.35,8.0,78.0,101992.0
20060121:0100,22.59,83.15,0.0,-0.0,0.0,368.05,8.07,77.0,102012.0
20060121:0200,22.63,83.25,0.0,-0.0,0.0,2.0,8.14,76.0,102022.0
20060121:0300,22.66,83.25,0.0,-0.0,0.0,3.4,8.14,77.0,102012.0
20060121:0400,22.7,83.05,0.0,-0.0,0.0,3.6,8.0,79.0,102002.0
20060121:0500,22.7,83.25,0.0,-0.0,0.0,2.6,8.07,82.0,101992.0
20060121:0600,22.64,84.35,0.0,-0.0,0.0,4.4,8.0,83.0,101972.0
20060121:0700,22.59,85.15,0.0,-0.0,0.0,-8.6,8.07,84.0,101962.0
20060121:0800,22.61,85.55,0.0,-0.0,0.0,5.2,8.21,85.0,101922.0
20060121:0900,22.61,86.4,0.0,-0.0,0.0,6.8,8.21,84.0,101932.0
20060121:1000,22.7,86.15,0.0,-0.0,0.0,-8.2,7.86,84.0,101932.0
20060121:1100,22.69,86.8,0.0,-0.0,0.0,9.0,8.0,81.0,101992.0
20060121:1200,22.73,87.0,0.0,-0.0,0.0,-5.8,8.14,84.0,102022.0
20060121:1300,22.81,87.35,108.0,374.63,49.0,-2.4,7.93,87.0,102082.0
20060121:1400,22.91,87.55,227.0,236.86,143.0,-0.55,7.72,87.0,102142.0
20060121:1500,22.98,87.9,499.0,776.09,97.0,-0.8,7.59,86.0,102172.0
20060121:1600,23.03,88.0,640.0,837.56,107.0,-9.4,7.52,85.0,102212.0
20060121:1700,23.02,88.2,515.0,250.8,339.0,-1.6,7.45,82.0,102132.0
20060121:1800,23.02,88.3,546.0,297.33,335.0,6.0,7.45,78.0,102062.0
20060121:1900,22.98,88.5,669.0,847.56,110.0,-11.2,7.59,74.0,102012.0
20060121:2000,22.93,88.75,545.0,798.43,102.0,-1.8,7.86,72.0,101992.0
20060121:2100,22.9,88.8,370.0,700.31,88.0,3.0,8.21,72.0,101982.0
20060121:2200,22.67,88.55,169.0,501.35,62.0,-2.0,7.52,69.0,102032.0
20060121:2300,22.63,88.45,0.0,-0.0,0.0,3.6,7.93,69.0,102052.0
20060122:0000,22.57,88.5,0.0,-0.0,0.0,-7.0,8.21,69.0,102072.0
20060122:0100,22.52,88.75,0.0,-0.0,0.0,358.45,8.34,70.0,102102.0
20060122:0200,22.45,89.15,0.0,-0.0,0.0,-1.4,8.41,68.0,102112.0
20060122:0300,22.42,89.2,0.0,-0.0,0.0,0.6,8.62,66.0,102152.0
20060122:0400,22.41,89.35,0.0,-0.0,0.0,4.0,8.83,66.0,102122.0
20060122:0500,22.47,89.1,0.0,-0.0,0.0,12.4,9.1,70.0,102102.0
20060122:0600,22.47,89.3,0.0,-0.0,0.0,-5.4,9.24,76.0,102062.0
20060122:0700,22.44,89.5,0.0,-0.0,0.0,2.6,9.31,82.0,101992.0
20060122:0800,22.5,89.05,0.0,-0.0,0.0,5.0,9.38,84.0,101992.0
20060122:0900,22.58,88.45,0.0,-0.0,0.0,-10.8,9.52,85.0,101962.0
20060122:1000,22.75,88.25,0.0,-0.0,0.0,6.4,9.03,87.0,101992.0
20060122:1100,22.75,88.35,0.0,-0.0,0.0,2.15,8.97,86.0,102012.0
20060122:1200,22.8,88.3,0.0,-0.0,0.0,6.8,8.55,84.0,102052.0
20060122:1300,22.85,88.3,63.0,44.18,56.0,0.2,8.48,83.0,102102.0
20060122:1400,22.91,88.25,90.0,0.0,90.0,-3.2,8.41,82.0,102162.0
20060122:1500,23.04,87.65,508.0,788.79,98.0,-7.6,8.28,82.0,102222.0
20060122:1600,23.15,87.4,650.0,848.76,108.0,2.6,8.28,82.0,102202.0
20060122:1700,23.24,87.1,730.0,876.04,113.0,1.35,8.41,81.0,102102.0
20060122:1800,23.27,87.5,741.0,880.0,114.0,-5.2,8.69,80.0,101992.0
20060122:1900,23.3,87.85,680.0,858.75,111.0,-12.2,8.9,79.0,101912.0
20060122:2000,23.3,88.15,555.0,810.05,103.0,-5.6,9.24,79.0,101852.0
20060122:2100,23.26,88.5,377.0,709.69,89.0,3.8,9.52,80.0,101862.0
20060122:2200,23.07,87.95,173.0,512.85,62.0,12.6,8.76,82.0,101912.0
20060122:2300,23.15,87.35,0.0,0.0,0.0,13.4,9.1,85.0,101892.0
20060123:0000,23.17,87.45,0.0,-0.0,0.0,7.4,9.38,89.0,101922.0
20060123:0100,23.16,87.85,0.0,-0.0,0.0,385.25,9.52,91.0,101932.0
20060123:0200,23.24,87.6,0.0,-0.0,0.0,6.4,9.31,93.0,101942.0
20060123:0300,23.3,87.15,0.0,-0.0,0.0,-5.2,8.97,94.0,101942.0
20060123:0400,23.36,86.8,0.0,-0.0,0.0,9.6,8.97,95.0,101902.0
20060123:0500,23.32,87.1,0.0,-0.0,0.0,-7.8,9.24,97.0,101832.0
20060123:0600,23.28,87.25,0.0,-0.0,0.0,-4.0,9.31,100.0,101802.0
20060123:0700,23.21,87.55,0.0,-0.0,0.0,-5.2,8.97,101.0,101772.0
20060123:0800,23.2,87.7,0.0,-0.0,0.0,3.2,8.83,103.0,101742.0
20060123:0900,23.14,88.1,0.0,-0.0,0.0,-3.4,9.03,107.0,101712.0
20060123:1000,23.27,87.65,0.0,-0.0,0.0,-4.6,7.93,106.0,101712.0
20060123:1100,23.29,87.65,0.0,-0.0,0.0,3.8,8.0,107.0,101732.0
20060123:1200,23.28,87.8,0.0,-0.0,0.0,2.2,7.72,107.0,101782.0
20060123:1300,23.23,88.25,111.0,382.41,50.0,-6.6,7.45,104.0,101822.0
20060123:1400,23.23,88.05,318.0,662.96,81.0,4.6,7.45,105.0,101882.0
20060123:1500,23.26,87.75,506.0,782.11,98.0,-2.35,7.1,110.0,101972.0
20060123:1600,23.33,87.35,649.0,844.18,108.0,8.2,6.62,113.0,101972.0
20060123:1700,23.42,86.85,731.0,874.19,113.0,0.8,6.14,114.0,101922.0
20060123:1800,23.46,86.55,742.0,877.82,114.0,-3.4,5.93,111.0,101842.0
20060123:1900,23.48,86.4,683.0,859.26,111.0,-7.0,5.86,106.0,101742.0
20060123:2000,23.43,86.7,558.0,810.8,103.0,-5.8,5.93,101.0,101692.0
20060123:2100,23.37,87.0,382.0,716.43,89.0,0.6,6.14,96.0,101682.0
20060123:2200,23.43,85.5,178.0,523.99,63.0,-1.8,6.0,87.0,101752.0
20060123:2300,23.32,86.35,0.0,0.0,0.0,-0.15,6.14,85.0,101742.0
20060124:0000,23.26,86.75,0.0,-0.0,0.0,1.35,6.28,84.0,101772.0
20060124:0100,23.21,86.85,0.0,-0.0,0.0,368.65,6.48,86.0,101792.0
20060124:0200,23.21,86.55,0.0,-0.0,0.0,-1.2,6.55,88.0,101822.0
20060124:0300,23.2,86.0,0.0,-0.0,0.0,1.2,6.48,92.0,101812.0
20060124:0400,23.19,85.75,0.0,-0.0,0.0,-2.2,6.21,94.0,101822.0
20060124:0500,23.16,85.9,0.0,-0.0,0.0,-1.35,5.93,97.0,101772.0
20060124:0600,23.16,86.15,0.0,-0.0,0.0,0.0,5.59,98.0,101752.0
20060124:0700,23.15,86.45,0.0,-0.0,0.0,0.35,5.31,99.0,101722.0
20060124:0800,23.12,86.65,0.0,-0.0,0.0,-0.2,4.97,99.0,101692.0
20060124:0900,23.08,86.95,0.0,-0.0,0.0,3.6,4.76,97.0,101652.0
20060124:1000,23.0,87.05,0.0,-0.0,0.0,0.6,4.07,89.0,101632.0
20060124:1100,22.97,87.5,0.0,-0.0,0.0,4.0,3.72,82.0,101682.0
20060124:1200,22.93,87.95,0.0,-0.0,0.0,1.8,3.72,77.0,101712.0
20060124:1300,22.88,88.45,71.0,74.69,59.0,-3.2,3.66,76.0,101752.0
20060124:1400,22.85,88.7,231.0,239.53,145.0,1.2,3.72,76.0,101802.0
20060124:1500,22.92,88.6,512.0,790.64,98.0,6.8,3.72,77.0,101862.0
20060124:1600,22.95,88.65,655.0,850.42,108.0,-2.15,3.52,78.0,101862.0
20060124:1700,22.98,88.7,549.0,301.56,335.0,-6.2,3.1,78.0,101792.0
20060124:1800,23.02,88.65,558.0,304.85,339.0,4.6,2.97,75.0,101722.0
20060124:1900,23.03,88.65,686.0,859.71,111.0,-1.2,2.83,72.0,101632.0
20060124:2000,23.03,88.65,560.0,809.73,103.0,0.6,2.69,65.0,101592.0
20060124:2100,22.96,89.2,276.0,257.18,170.0,-2.0,2.55,54.0,101612.0
20060124:2200,22.67,91.25,131.0,206.73,85.0,5.6,3.03,37.0,101622.0
20060124:2300,22.42,92.75,0.0,0.0,0.0,-0.2,3.03,31.0,101652.0
20060125:0000,22.11,94.55,0.0,-0.0,0.0,5.8,3.31,24.0,101682.0
20060125:0100,21.76,96.25,0.0,-0.0,0.0,379.05,3.52,17.0,101732.0
20060125:0200,21.52,96.9,0.0,-0.0,0.0,2.0,3.59,10.0,101762.0
20060125:0300,21.27,97.95,0.0,-0.0,0.0,4.2,3.72,6.0,101832.0
20060125:0400,21.07,98.1,0.0,-0.0,0.0,-1.4,4.0,7.0,101832.0
20060125:0500,20.92,97.35,0.0,-0.0,0.0,-5.2,4.34,12.0,101812.0
20060125:0600,20.74,97.45,0.0,-0.0,0.0,-0.15,4.76,11.0,101812.0
20060125:0700,20.54,98.2,0.0,-0.0,0.0,-2.8,5.24,6.0,101802.0
20060125:0800,20.41,97.9,0.0,-0.0,0.0,-6.8,5.52,4.0,101792.0
20060125:0900,20.35,97.05,0.0,-0.0,0.0,-2.0,5.66,4.0,101772.0
20060125:1000,21.07,90.15,0.0,-0.0,0.0,4.0,6.0,0.0,101802.0
20060125:1100,20.96,91.55,0.0,-0.0,0.0,0.0,6.62,359.0,101842.0
20060125:1200,20.75,93.1,0.0,-0.0,0.0,7.0,7.31,1.0,101862.0
20060125:1300,20.56,93.7,112.0,382.99,50.0,2.4,8.14,3.0,101932.0
20060125:1400,20.4,92.55,318.0,657.11,81.0,-2.0,8.21,3.0,102042.0
20060125:1500,20.23,91.2,373.0,268.23,232.0,-4.4,7.79,3.0,102102.0
20060125:1600,20.17,90.65,497.0,315.97,293.0,-1.4,7.66,4.0,102102.0
20060125:1700,20.12,90.65,449.0,136.16,352.0,0.0,7.72,2.0,102032.0
20060125:1800,19.98,90.95,508.0,210.7,356.0,2.4,7.72,1.0,101972.0
20060125:1900,19.88,90.6,549.0,386.89,289.0,-6.8,7.38,0.0,101922.0
20060125:2000,19.88,88.9,564.0,812.14,103.0,-5.2,7.1,358.0,101872.0
20060125:2100,20.04,84.8,183.0,36.11,168.0,-8.2,7.31,354.0,101872.0
20060125:2200,20.11,81.4,122.0,146.3,89.0,-3.2,6.97,353.0,101942.0
20060125:2300,20.17,76.25,0.0,0.0,0.0,0.2,7.03,349.0,101972.0
20060126:0000,20.29,70.8,0.0,-0.0,0.0,-2.4,7.31,347.0,101962.0
20060126:0100,20.53,65.9,0.0,-0.0,0.0,351.05,7.66,350.0,102012.0
20060126:0200,20.78,62.7,0.0,-0.0,0.0,-6.6,7.93,355.0,102022.0
20060126:0300,21.02,61.5,0.0,-0.0,0.0,2.8,8.07,359.0,102082.0
20060126:0400,21.23,62.55,0.0,-0.0,0.0,1.75,8.55,4.0,102072.0
20060126:0500,21.22,63.85,0.0,-0.0,0.0,-8.6,8.97,9.0,102082.0
20060126:0600,20.96,61.05,0.0,-0.0,0.0,-2.6,9.1,16.0,102072.0
20060126:0700,20.62,57.9,0.0,-0.0,0.0,-18.2,9.03,22.0,102062.0
20060126:0800,20.26,56.85,0.0,-0.0,0.0,-4.0,8.97,27.0,102032.0
20060126:0900,19.89,57.3,0.0,-0.0,0.0,-9.4,9.03,31.0,102022.0
20060126:1000,19.5,55.3,0.0,-0.0,0.0,-6.0,8.9,39.0,102062.0
20060126:1100,19.27,56.05,0.0,-0.0,0.0,-2.15,9.17,43.0,102132.0
20060126:1200,19.03,58.45,0.0,-0.0,0.0,-0.2,9.1,45.0,102192.0
20060126:1300,18.86,62.8,87.0,177.7,58.0,2.0,8.9,44.0,102251.0
20060126:1400,18.79,67.85,339.0,703.66,84.0,2.4,8.76,42.0,102301.0
